ID,Pred
2022_3112_3163,0.5
2022_3112_3166,0.5
2022_3112_3173,0.5
2022_3112_3174,0.5
2022_3112_3177,0.5
2022_3112_3193,0.5
2022_3112_3195,0.5
2022_3112_3196,0.5
2022_3112_3199,0.5
2022_3112_3208,0.5
2022_3112_3210,0.5
2022_3112_3211,0.5
2022_3112_3218,0.5
2022_3112_3224,0.5
2022_3112_3229,0.5
2022_3112_3230,0.5
2022_3112_3231,0.5
2022_3112_3234,0.5
2022_3112_3235,0.5
2022_3112_3237,0.5
2022_3112_3238,0.5
2022_3112_3242,0.5
2022_3112_3243,0.5
2022_3112_3246,0.5
2022_3112_3255,0.5
2022_3112_3257,0.5
2022_3112_3261,0.5
2022_3112_3268,0.5
2022_3112_3269,0.5
2022_3112_3273,0.5
2022_3112_3274,0.5
2022_3112_3276,0.5
2022_3112_3279,0.5
2022_3112_3283,0.5
2022_3112_3286,0.5
2022_3112_3291,0.5
2022_3112_3301,0.5
2022_3112_3304,0.5
2022_3112_3314,0.5
2022_3112_3323,0.5
2022_3112_3326,0.5
2022_3112_3328,0.5
2022_3112_3332,0.5
2022_3112_3343,0.5
2022_3112_3372,0.5
2022_3112_3376,0.5
2022_3112_3377,0.5
2022_3112_3378,0.5
2022_3112_3390,0.5
2022_3112_3397,0.5
2022_3112_3400,0.5
2022_3112_3416,0.5
2022_3112_3424,0.5
2022_3112_3426,0.5
2022_3112_3428,0.5
2022_3112_3437,0.5
2022_3112_3439,0.5
2022_3112_3450,0.5
2022_3116_3124,0.5
2022_3116_3125,0.5
2022_3116_3138,0.5
2022_3116_3140,0.5
2022_3116_3150,0.5
2022_3116_3160,0.5
2022_3116_3163,0.5
2022_3116_3166,0.5
2022_3116_3173,0.5
2022_3116_3174,0.5
2022_3116_3177,0.5
2022_3116_3193,0.5
2022_3116_3195,0.5
2022_3116_3196,0.5
2022_3116_3199,0.5
2022_3116_3208,0.5
2022_3116_3210,0.5
2022_3116_3211,0.5
2022_3116_3218,0.5
2022_3116_3224,0.5
2022_3116_3229,0.5
2022_3116_3230,0.5
2022_3116_3231,0.5
2022_3116_3234,0.5
2022_3116_3235,0.5
2022_3116_3237,0.5
2022_3116_3238,0.5
2022_3116_3242,0.5
2022_3116_3243,0.5
2022_3116_3246,0.5
2022_3116_3255,0.5
2022_3116_3257,0.5
2022_3116_3261,0.5
2022_3116_3268,0.5
2022_3116_3269,0.5
2022_3116_3273,0.5
2022_3116_3274,0.5
2022_3116_3276,0.5
2022_3116_3279,0.5
2022_3116_3283,0.5
2022_3116_3286,0.5
2022_3116_3291,0.5
2022_3116_3301,0.5
2022_3116_3304,0.5
2022_3116_3314,0.5
2022_3116_3323,0.5
2022_3116_3326,0.5
2022_3116_3328,0.5
2022_3116_3332,0.5
2022_3116_3343,0.5
2022_3116_3372,0.5
2022_3116_3376,0.5
2022_3116_3377,0.5
2022_3116_3378,0.5
2022_3116_3390,0.5
2022_3116_3397,0.5
2022_3116_3400,0.5
2022_3116_3416,0.5
2022_3116_3424,0.5
2022_3116_3426,0.5
2022_3116_3428,0.5
2022_3116_3437,0.5
2022_3116_3439,0.5
2022_3116_3450,0.5
2022_3124_3125,0.5
2022_3124_3138,0.5
2022_3124_3140,0.5
2022_3124_3150,0.5
2022_3124_3160,0.5
2022_3124_3163,0.5
2022_3124_3166,0.5
2022_3124_3173,0.5
2022_3124_3174,0.5
2022_3124_3177,0.5
2022_3124_3193,0.5
2022_3124_3195,0.5
2022_3124_3196,0.5
2022_3124_3199,0.5
2022_3124_3208,0.5
2022_3124_3210,0.5
2022_3124_3211,0.5
2022_3124_3218,0.5
2022_3124_3224,0.5
2022_3124_3229,0.5
2022_3124_3230,0.5
2022_3124_3231,0.5
2022_3124_3234,0.5
2022_3124_3235,0.5
2022_3124_3237,0.5
2022_3124_3238,0.5
2022_3124_3242,0.5
2022_3124_3243,0.5
2022_3124_3246,0.5
2022_3124_3255,0.5
2022_3124_3257,0.5
2022_3124_3261,0.5
2022_3124_3268,0.5
2022_3124_3269,0.5
2022_3124_3273,0.5
2022_3124_3274,0.5
2022_3124_3276,0.5
2022_3124_3279,0.5
2022_3124_3283,0.5
2022_3124_3286,0.5
2022_3124_3291,0.5
2022_3124_3301,0.5
2022_3124_3304,0.5
2022_3124_3314,0.5
2022_3124_3323,0.5
2022_3124_3326,0.5
2022_3124_3328,0.5
2022_3124_3332,0.5
2022_3124_3343,0.5
2022_3124_3372,0.5
2022_3124_3376,0.5
2022_3124_3377,0.5
2022_3124_3378,0.5
2022_3124_3390,0.5
2022_3124_3397,0.5
2022_3124_3400,0.5
2022_3124_3416,0.5
2022_3124_3424,0.5
2022_3124_3426,0.5
2022_3124_3428,0.5
2022_3124_3437,0.5
2022_3124_3439,0.5
2022_3124_3450,0.5
2022_3125_3138,0.5
2022_3125_3140,0.5
2022_3125_3150,0.5
2022_3125_3160,0.5
2022_3125_3163,0.5
2022_3125_3166,0.5
2022_3125_3173,0.5
2022_3125_3174,0.5
2022_3125_3177,0.5
2022_3125_3193,0.5
2022_3125_3195,0.5
2022_3125_3196,0.5
2022_3125_3199,0.5
2022_3125_3208,0.5
2022_3125_3210,0.5
2022_3125_3211,0.5
2022_3125_3218,0.5
2022_3125_3224,0.5
2022_3125_3229,0.5
2022_3125_3230,0.5
2022_3125_3231,0.5
2022_3125_3234,0.5
2022_3125_3235,0.5
2022_3125_3237,0.5
2022_3125_3238,0.5
2022_3125_3242,0.5
2022_3125_3243,0.5
2022_3125_3246,0.5
2022_3125_3255,0.5
2022_3125_3257,0.5
2022_3125_3261,0.5
2022_3125_3268,0.5
2022_3125_3269,0.5
2022_3125_3273,0.5
2022_3125_3274,0.5
2022_3125_3276,0.5
2022_3125_3279,0.5
2022_3125_3283,0.5
2022_3125_3286,0.5
2022_3125_3291,0.5
2022_3125_3301,0.5
2022_3125_3304,0.5
2022_3125_3314,0.5
2022_3125_3323,0.5
2022_3125_3326,0.5
2022_3125_3328,0.5
2022_3125_3332,0.5
2022_3125_3343,0.5
2022_3125_3372,0.5
2022_3125_3376,0.5
2022_3125_3377,0.5
2022_3125_3378,0.5
2022_3125_3390,0.5
2022_3125_3397,0.5
2022_3125_3400,0.5
2022_3125_3416,0.5
2022_3125_3424,0.5
2022_3125_3426,0.5
2022_3125_3428,0.5
2022_3125_3437,0.5
2022_3125_3439,0.5
2022_3125_3450,0.5
2022_3138_3140,0.5
2022_3138_3150,0.5
2022_3138_3160,0.5
2022_3138_3163,0.5
2022_3138_3166,0.5
2022_3138_3173,0.5
2022_3138_3174,0.5
2022_3138_3177,0.5
2022_3138_3193,0.5
2022_3138_3195,0.5
2022_3138_3196,0.5
2022_3138_3199,0.5
2022_3138_3208,0.5
2022_3138_3210,0.5
2022_3138_3211,0.5
2022_3138_3218,0.5
2022_3138_3224,0.5
2022_3138_3229,0.5
2022_3138_3230,0.5
2022_3138_3231,0.5
2022_3138_3234,0.5
2022_3138_3235,0.5
2022_3138_3237,0.5
2022_3138_3238,0.5
2022_3138_3242,0.5
2022_3138_3243,0.5
2022_3138_3246,0.5
2022_3138_3255,0.5
2022_3138_3257,0.5
2022_3138_3261,0.5
2022_3138_3268,0.5
2022_3138_3269,0.5
2022_3138_3273,0.5
2022_3138_3274,0.5
2022_3138_3276,0.5
2022_3138_3279,0.5
2022_3138_3283,0.5
2022_3138_3286,0.5
2022_3138_3291,0.5
2022_3138_3301,0.5
2022_3138_3304,0.5
2022_3138_3314,0.5
2022_3138_3323,0.5
2022_3138_3326,0.5
2022_3138_3328,0.5
2022_3138_3332,0.5
2022_3138_3343,0.5
2022_3138_3372,0.5
2022_3138_3376,0.5
2022_3138_3377,0.5
2022_3138_3378,0.5
2022_3138_3390,0.5
2022_3138_3397,0.5
2022_3138_3400,0.5
2022_3138_3416,0.5
2022_3138_3424,0.5
2022_3138_3426,0.5
2022_3138_3428,0.5
2022_3138_3437,0.5
2022_3138_3439,0.5
2022_3138_3450,0.5
2022_3140_3150,0.5
2022_3140_3160,0.5
2022_3140_3163,0.5
2022_3140_3166,0.5
2022_3140_3173,0.5
2022_3140_3174,0.5
2022_3140_3177,0.5
2022_3140_3193,0.5
2022_3140_3195,0.5
2022_3140_3196,0.5
2022_3140_3199,0.5
2022_3140_3208,0.5
2022_3140_3210,0.5
2022_3140_3211,0.5
2022_3140_3218,0.5
2022_3140_3224,0.5
2022_3140_3229,0.5
2022_3140_3230,0.5
2022_3140_3231,0.5
2022_3140_3234,0.5
2022_3140_3235,0.5
2022_3140_3237,0.5
2022_3140_3238,0.5
2022_3140_3242,0.5
2022_3140_3243,0.5
2022_3140_3246,0.5
2022_3140_3255,0.5
2022_3140_3257,0.5
2022_3140_3261,0.5
2022_3140_3268,0.5
2022_3140_3269,0.5
2022_3140_3273,0.5
2022_3140_3274,0.5
2022_3140_3276,0.5
2022_3140_3279,0.5
2022_3140_3283,0.5
2022_3140_3286,0.5
2022_3140_3291,0.5
2022_3140_3301,0.5
2022_3140_3304,0.5
2022_3140_3314,0.5
2022_3140_3323,0.5
2022_3140_3326,0.5
2022_3140_3328,0.5
2022_3140_3332,0.5
2022_3140_3343,0.5
2022_3140_3372,0.5
2022_3140_3376,0.5
2022_3140_3377,0.5
2022_3140_3378,0.5
2022_3140_3390,0.5
2022_3140_3397,0.5
2022_3140_3400,0.5
2022_3140_3416,0.5
2022_3140_3424,0.5
2022_3140_3426,0.5
2022_3140_3428,0.5
2022_3140_3437,0.5
2022_3140_3439,0.5
2022_3140_3450,0.5
2022_3150_3160,0.5
2022_3150_3163,0.5
2022_3150_3166,0.5
2022_3150_3173,0.5
2022_3150_3174,0.5
2022_3150_3177,0.5
2022_3150_3193,0.5
2022_3150_3195,0.5
2022_3150_3196,0.5
2022_3150_3199,0.5
2022_3150_3208,0.5
2022_3150_3210,0.5
2022_3150_3211,0.5
2022_3150_3218,0.5
2022_3150_3224,0.5
2022_3150_3229,0.5
2022_3150_3230,0.5
2022_3150_3231,0.5
2022_3150_3234,0.5
2022_3150_3235,0.5
2022_3150_3237,0.5
2022_3150_3238,0.5
2022_3150_3242,0.5
2022_3150_3243,0.5
2022_3150_3246,0.5
2022_3150_3255,0.5
2022_3150_3257,0.5
2022_3150_3261,0.5
2022_3150_3268,0.5
2022_3150_3269,0.5
2022_3150_3273,0.5
2022_3150_3274,0.5
2022_3150_3276,0.5
2022_3150_3279,0.5
2022_3150_3283,0.5
2022_3150_3286,0.5
2022_3150_3291,0.5
2022_3150_3301,0.5
2022_3150_3304,0.5
2022_3150_3314,0.5
2022_3150_3323,0.5
2022_3150_3326,0.5
2022_3150_3328,0.5
2022_3150_3332,0.5
2022_3150_3343,0.5
2022_3150_3372,0.5
2022_3150_3376,0.5
2022_3150_3377,0.5
2022_3150_3378,0.5
2022_3150_3390,0.5
2022_3150_3397,0.5
2022_3150_3400,0.5
2022_3150_3416,0.5
2022_3150_3424,0.5
2022_3150_3426,0.5
2022_3150_3428,0.5
2022_3150_3437,0.5
2022_3150_3439,0.5
2022_3150_3450,0.5
2022_3160_3163,0.5
2022_3160_3166,0.5
2022_3160_3173,0.5
2022_3160_3174,0.5
2022_3160_3177,0.5
2022_3160_3193,0.5
2022_3160_3195,0.5
2022_3160_3196,0.5
2022_3160_3199,0.5
2022_3160_3208,0.5
2022_3160_3210,0.5
2022_3160_3211,0.5
2022_3160_3218,0.5
2022_3160_3224,0.5
2022_3160_3229,0.5
2022_3160_3230,0.5
2022_3160_3231,0.5
2022_3160_3234,0.5
2022_3160_3235,0.5
2022_3160_3237,0.5
2022_3160_3238,0.5
2022_3160_3242,0.5
2022_3160_3243,0.5
2022_3160_3246,0.5
2022_3160_3255,0.5
2022_3160_3257,0.5
2022_3160_3261,0.5
2022_3160_3268,0.5
2022_3160_3269,0.5
2022_3160_3273,0.5
2022_3160_3274,0.5
2022_3160_3276,0.5
2022_3160_3279,0.5
2022_3160_3283,0.5
2022_3160_3286,0.5
2022_3160_3291,0.5
2022_3160_3301,0.5
2022_3160_3304,0.5
2022_3160_3314,0.5
2022_3160_3323,0.5
2022_3160_3326,0.5
2022_3160_3328,0.5
2022_3160_3332,0.5
2022_3160_3343,0.5
2022_3160_3372,0.5
2022_3160_3376,0.5
2022_3160_3377,0.5
2022_3160_3378,0.5
2022_3160_3390,0.5
2022_3160_3397,0.5
2022_3160_3400,0.5
2022_3160_3416,0.5
2022_3160_3424,0.5
2022_3160_3426,0.5
2022_3160_3428,0.5
2022_3160_3437,0.5
2022_3160_3439,0.5
2022_3160_3450,0.5
2022_3163_3166,0.5
2022_3163_3173,0.5
2022_3163_3174,0.5
2022_3163_3177,0.5
2022_3163_3193,0.5
2022_3163_3195,0.5
2022_3163_3196,0.5
2022_3163_3199,0.5
2022_3163_3208,0.5
2022_3163_3210,0.5
2022_3163_3211,0.5
2022_3163_3218,0.5
2022_3163_3224,0.5
2022_3163_3229,0.5
2022_3163_3230,0.5
2022_3163_3231,0.5
2022_3163_3234,0.5
2022_3163_3235,0.5
2022_3163_3237,0.5
2022_3163_3238,0.5
2022_3163_3242,0.5
2022_3163_3243,0.5
2022_3163_3246,0.5
2022_3163_3255,0.5
2022_3163_3257,0.5
2022_3163_3261,0.5
2022_3163_3268,0.5
2022_3163_3269,0.5
2022_3163_3273,0.5
2022_3163_3274,0.5
2022_3163_3276,0.5
2022_3163_3279,0.5
2022_3163_3283,0.5
2022_3163_3286,0.5
2022_3163_3291,0.5
2022_3163_3301,0.5
2022_3163_3304,0.5
2022_3163_3314,0.5
2022_3163_3323,0.5
2022_3163_3326,0.5
2022_3163_3328,0.5
2022_3163_3332,0.5
2022_3163_3343,0.5
2022_3163_3372,0.5
2022_3163_3376,0.5
2022_3163_3377,0.5
2022_3163_3378,0.5
2022_3163_3390,0.5
2022_3163_3397,0.5
2022_3163_3400,0.5
2022_3163_3416,0.5
2022_3163_3424,0.5
2022_3163_3426,0.5
2022_3163_3428,0.5
2022_3163_3437,0.5
2022_3163_3439,0.5
2022_3163_3450,0.5
2022_3166_3173,0.5
2022_3166_3174,0.5
2022_3166_3177,0.5
2022_3166_3193,0.5
2022_3166_3195,0.5
2022_3166_3196,0.5
2022_3166_3199,0.5
2022_3166_3208,0.5
2022_3166_3210,0.5
2022_3166_3211,0.5
2022_3166_3218,0.5
2022_3166_3224,0.5
2022_3166_3229,0.5
2022_3166_3230,0.5
2022_3166_3231,0.5
2022_3166_3234,0.5
2022_3166_3235,0.5
2022_3166_3237,0.5
2022_3166_3238,0.5
2022_3166_3242,0.5
2022_3166_3243,0.5
2022_3166_3246,0.5
2022_3166_3255,0.5
2022_3166_3257,0.5
2022_3166_3261,0.5
2022_3166_3268,0.5
2022_3166_3269,0.5
2022_3166_3273,0.5
2022_3166_3274,0.5
2022_3166_3276,0.5
2022_3166_3279,0.5
2022_3166_3283,0.5
2022_3166_3286,0.5
2022_3166_3291,0.5
2022_3166_3301,0.5
2022_3166_3304,0.5
2022_3166_3314,0.5
2022_3166_3323,0.5
2022_3166_3326,0.5
2022_3166_3328,0.5
2022_3166_3332,0.5
2022_3166_3343,0.5
2022_3166_3372,0.5
2022_3166_3376,0.5
2022_3166_3377,0.5
2022_3166_3378,0.5
2022_3166_3390,0.5
2022_3166_3397,0.5
2022_3166_3400,0.5
2022_3166_3416,0.5
2022_3166_3424,0.5
2022_3166_3426,0.5
2022_3166_3428,0.5
2022_3166_3437,0.5
2022_3166_3439,0.5
2022_3166_3450,0.5
2022_3173_3174,0.5
2022_3173_3177,0.5
2022_3173_3193,0.5
2022_3173_3195,0.5
2022_3173_3196,0.5
2022_3173_3199,0.5
2022_3173_3208,0.5
2022_3173_3210,0.5
2022_3173_3211,0.5
2022_3173_3218,0.5
2022_3173_3224,0.5
2022_3173_3229,0.5
2022_3173_3230,0.5
2022_3173_3231,0.5
2022_3173_3234,0.5
2022_3173_3235,0.5
2022_3173_3237,0.5
2022_3173_3238,0.5
2022_3173_3242,0.5
2022_3173_3243,0.5
2022_3173_3246,0.5
2022_3173_3255,0.5
2022_3173_3257,0.5
2022_3173_3261,0.5
2022_3173_3268,0.5
2022_3173_3269,0.5
2022_3173_3273,0.5
2022_3173_3274,0.5
2022_3173_3276,0.5
2022_3173_3279,0.5
2022_3173_3283,0.5
2022_3173_3286,0.5
2022_3173_3291,0.5
2022_3173_3301,0.5
2022_3173_3304,0.5
2022_3173_3314,0.5
2022_3173_3323,0.5
2022_3173_3326,0.5
2022_3173_3328,0.5
2022_3173_3332,0.5
2022_3173_3343,0.5
2022_3173_3372,0.5
2022_3173_3376,0.5
2022_3173_3377,0.5
2022_3173_3378,0.5
2022_3173_3390,0.5
2022_3173_3397,0.5
2022_3173_3400,0.5
2022_3173_3416,0.5
2022_3173_3424,0.5
2022_3173_3426,0.5
2022_3173_3428,0.5
2022_3173_3437,0.5
2022_3173_3439,0.5
2022_3173_3450,0.5
2022_3174_3177,0.5
2022_3174_3193,0.5
2022_3174_3195,0.5
2022_3174_3196,0.5
2022_3174_3199,0.5
2022_3174_3208,0.5
2022_3174_3210,0.5
2022_3174_3211,0.5
2022_3174_3218,0.5
2022_3174_3224,0.5
2022_3174_3229,0.5
2022_3174_3230,0.5
2022_3174_3231,0.5
2022_3174_3234,0.5
2022_3174_3235,0.5
2022_3174_3237,0.5
2022_3174_3238,0.5
2022_3174_3242,0.5
2022_3174_3243,0.5
2022_3174_3246,0.5
2022_3174_3255,0.5
2022_3174_3257,0.5
2022_3174_3261,0.5
2022_3174_3268,0.5
2022_3174_3269,0.5
2022_3174_3273,0.5
2022_3174_3274,0.5
2022_3174_3276,0.5
2022_3174_3279,0.5
2022_3174_3283,0.5
2022_3174_3286,0.5
2022_3174_3291,0.5
2022_3174_3301,0.5
2022_3174_3304,0.5
2022_3174_3314,0.5
2022_3174_3323,0.5
2022_3174_3326,0.5
2022_3174_3328,0.5
2022_3174_3332,0.5
2022_3174_3343,0.5
2022_3174_3372,0.5
2022_3174_3376,0.5
2022_3174_3377,0.5
2022_3174_3378,0.5
2022_3174_3390,0.5
2022_3174_3397,0.5
2022_3174_3400,0.5
2022_3174_3416,0.5
2022_3174_3424,0.5
2022_3174_3426,0.5
2022_3174_3428,0.5
2022_3174_3437,0.5
2022_3174_3439,0.5
2022_3174_3450,0.5
2022_3177_3193,0.5
2022_3177_3195,0.5
2022_3177_3196,0.5
2022_3177_3199,0.5
2022_3177_3208,0.5
2022_3177_3210,0.5
2022_3177_3211,0.5
2022_3177_3218,0.5
2022_3177_3224,0.5
2022_3177_3229,0.5
2022_3177_3230,0.5
2022_3177_3231,0.5
2022_3177_3234,0.5
2022_3177_3235,0.5
2022_3177_3237,0.5
2022_3177_3238,0.5
2022_3177_3242,0.5
2022_3177_3243,0.5
2022_3177_3246,0.5
2022_3177_3255,0.5
2022_3177_3257,0.5
2022_3177_3261,0.5
2022_3177_3268,0.5
2022_3177_3269,0.5
2022_3177_3273,0.5
2022_3177_3274,0.5
2022_3177_3276,0.5
2022_3177_3279,0.5
2022_3177_3283,0.5
2022_3177_3286,0.5
2022_3177_3291,0.5
2022_3177_3301,0.5
2022_3177_3304,0.5
2022_3177_3314,0.5
2022_3177_3323,0.5
2022_3177_3326,0.5
2022_3177_3328,0.5
2022_3177_3332,0.5
2022_3177_3343,0.5
2022_3177_3372,0.5
2022_3177_3376,0.5
2022_3177_3377,0.5
2022_3177_3378,0.5
2022_3177_3390,0.5
2022_3177_3397,0.5
2022_3177_3400,0.5
2022_3177_3416,0.5
2022_3177_3424,0.5
2022_3177_3426,0.5
2022_3177_3428,0.5
2022_3177_3437,0.5
2022_3177_3439,0.5
2022_3177_3450,0.5
2022_3193_3195,0.5
2022_3193_3196,0.5
2022_3193_3199,0.5
2022_3193_3208,0.5
2022_3193_3210,0.5
2022_3193_3211,0.5
2022_3193_3218,0.5
2022_3193_3224,0.5
2022_3193_3229,0.5
2022_3193_3230,0.5
2022_3193_3231,0.5
2022_3193_3234,0.5
2022_3193_3235,0.5
2022_3193_3237,0.5
2022_3193_3238,0.5
2022_3193_3242,0.5
2022_3193_3243,0.5
2022_3193_3246,0.5
2022_3193_3255,0.5
2022_3193_3257,0.5
2022_3193_3261,0.5
2022_3193_3268,0.5
2022_3193_3269,0.5
2022_3193_3273,0.5
2022_3193_3274,0.5
2022_3193_3276,0.5
2022_3193_3279,0.5
2022_3193_3283,0.5
2022_3193_3286,0.5
2022_3193_3291,0.5
2022_3193_3301,0.5
2022_3193_3304,0.5
2022_3193_3314,0.5
2022_3193_3323,0.5
2022_3193_3326,0.5
2022_3193_3328,0.5
2022_3193_3332,0.5
2022_3193_3343,0.5
2022_3193_3372,0.5
2022_3193_3376,0.5
2022_3193_3377,0.5
2022_3193_3378,0.5
2022_3193_3390,0.5
2022_3193_3397,0.5
2022_3193_3400,0.5
2022_3193_3416,0.5
2022_3193_3424,0.5
2022_3193_3426,0.5
2022_3193_3428,0.5
2022_3193_3437,0.5
2022_3193_3439,0.5
2022_3193_3450,0.5
2022_3195_3196,0.5
2022_3195_3199,0.5
2022_3195_3208,0.5
2022_3195_3210,0.5
2022_3195_3211,0.5
2022_3195_3218,0.5
2022_3195_3224,0.5
2022_3195_3229,0.5
2022_3195_3230,0.5
2022_3195_3231,0.5
2022_3195_3234,0.5
2022_3195_3235,0.5
2022_3195_3237,0.5
2022_3195_3238,0.5
2022_3195_3242,0.5
2022_3195_3243,0.5
2022_3195_3246,0.5
2022_3195_3255,0.5
2022_3195_3257,0.5
2022_3195_3261,0.5
2022_3195_3268,0.5
2022_3195_3269,0.5
2022_3195_3273,0.5
2022_3195_3274,0.5
2022_3195_3276,0.5
2022_3195_3279,0.5
2022_3195_3283,0.5
2022_3195_3286,0.5
2022_3195_3291,0.5
2022_3195_3301,0.5
2022_3195_3304,0.5
2022_3195_3314,0.5
2022_3195_3323,0.5
2022_3195_3326,0.5
2022_3195_3328,0.5
2022_3195_3332,0.5
2022_3195_3343,0.5
2022_3195_3372,0.5
2022_3195_3376,0.5
2022_3195_3377,0.5
2022_3195_3378,0.5
2022_3195_3390,0.5
2022_3195_3397,0.5
2022_3195_3400,0.5
2022_3195_3416,0.5
2022_3195_3424,0.5
2022_3195_3426,0.5
2022_3195_3428,0.5
2022_3195_3437,0.5
2022_3195_3439,0.5
2022_3195_3450,0.5
2022_3196_3199,0.5
2022_3196_3208,0.5
2022_3196_3210,0.5
2022_3196_3211,0.5
2022_3196_3218,0.5
2022_3196_3224,0.5
2022_3196_3229,0.5
2022_3196_3230,0.5
2022_3196_3231,0.5
2022_3196_3234,0.5
2022_3196_3235,0.5
2022_3196_3237,0.5
2022_3196_3238,0.5
2022_3196_3242,0.5
2022_3196_3243,0.5
2022_3196_3246,0.5
2022_3196_3255,0.5
2022_3196_3257,0.5
2022_3196_3261,0.5
2022_3196_3268,0.5
2022_3196_3269,0.5
2022_3196_3273,0.5
2022_3196_3274,0.5
2022_3196_3276,0.5
2022_3196_3279,0.5
2022_3196_3283,0.5
2022_3196_3286,0.5
2022_3196_3291,0.5
2022_3196_3301,0.5
2022_3196_3304,0.5
2022_3196_3314,0.5
2022_3196_3323,0.5
2022_3196_3326,0.5
2022_3196_3328,0.5
2022_3196_3332,0.5
2022_3196_3343,0.5
2022_3196_3372,0.5
2022_3196_3376,0.5
2022_3196_3377,0.5
2022_3196_3378,0.5
2022_3196_3390,0.5
2022_3196_3397,0.5
2022_3196_3400,0.5
2022_3196_3416,0.5
2022_3196_3424,0.5
2022_3196_3426,0.5
2022_3196_3428,0.5
2022_3196_3437,0.5
2022_3196_3439,0.5
2022_3196_3450,0.5
2022_3199_3208,0.5
2022_3199_3210,0.5
2022_3199_3211,0.5
2022_3199_3218,0.5
2022_3199_3224,0.5
2022_3199_3229,0.5
2022_3199_3230,0.5
2022_3199_3231,0.5
2022_3199_3234,0.5
2022_3199_3235,0.5
2022_3199_3237,0.5
2022_3199_3238,0.5
2022_3199_3242,0.5
2022_3199_3243,0.5
2022_3199_3246,0.5
2022_3199_3255,0.5
2022_3199_3257,0.5
2022_3199_3261,0.5
2022_3199_3268,0.5
2022_3199_3269,0.5
2022_3199_3273,0.5
2022_3199_3274,0.5
